###############################################################################
# do.txt
# This file was auto-generated by aeadtvgen v1.0.2
###############################################################################
# Parameter:
#
# add_partial            - False
# block_size             - 544
# block_size_ad          - 544
# ciph_exp               - False
# io (W,SW)              - (32, 32)
# key_size               - 128
# len_format (AD, DATA)  - (32, 32)
# lib_name               - riverkeyakv2
# max_ad                 - 28
# max_block_per_sgmt     - 9999
# max_d                  - 1000
# max_io_per_line        - 8
# min_ad                 - 0
# min_d                  - 0
# msg_format             - ['npub', 'ad', 'data', 'tag']
# npub_size              - 128
# nsec_size              - 0
# reverse_ciph           - False
# tag_size               - 128
###############################################################################

#### Authenticated Decryption
#### MsgID=  1, KeyID=  1 Ad Size =    7, Ct Size =  636
# Instruction: Opcode=Authenticated Decryption
# INS:30410000
# Info :                Plaintext, EOT=1, Last=1, Length=636 bytes
DAT = DDBC4381C60F71AF35C144507793B73A787C2DD1233C17ACB16224BA
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID=  2, KeyID=  1 Ad Size =    7, Ct Size =  561
# Instruction: Opcode=Authenticated Decryption
# INS:30420000
# Info :                Plaintext, EOT=1, Last=1, Length=561 bytes
HDR = 43000231
DAT = 65E89306E3BB1E9ECA1BAE6C3CE72842399641D3CA03AA514D812662197681A7
DAT = A09AA23919319C65953DE76F7FE335EE1BE42C43B2F83445342656A7127C8210
DAT = 83F6FAED8F80D80E11C1A7C5D191CA200317484FEBE1795D9B86F60A4EE4F795
DAT = 0DB36EAE7AFE945750C44ADE57B9218AEA00A5D7909616256794AAB16FDAC83D
DAT = F2F761AAE96DA24089BC27B9A0A3E768ADFBD2E1B07F39C9B7062D1FA9B78DEB
DAT = B98976491C3E75F9943257B72F90F871B54D805EA3A1AFDB4E174E24F9BAEDEC
DAT = 315B9F48B3B4FC8F99AEDF6A24962C56F434BF35C8012956CEE71115E44A7AFA
DAT = 5CA604238935B0E01C588E2F17D6CCAA5854DB940BF9D89A0952ECFD05C6592D
DAT = 329D69CFE38CC6A47AE90BE8C2FE3094B10CF3BEAF7C493FE82160809482AA8D
DAT = 4F38F1F6891E91F59374388C72EEA566268FCC41151EF5E18FFB31F213290310
DAT = 2B41B7A2D7196BF8C168EEE8F027CFEF17342F797893DC3095019B580CE1CDF2
DAT = 24D5F263281F973B70DB1B37855088E736D68B954FA5AE361815EDA7314DD657
DAT = 2AE3F6FD628A452580FFB52302E683A6FB00C3E13730F626FFBA12716E58DD14
DAT = 157CCAC36B062D75DDA5C794CCEC4230E324E3CA37F8D092AD034D77599AB5E0
DAT = FDF1B6993AA01DA06403B921FE12901B9E66BD41D47D760470465636D94873A6
DAT = ABE483AD52694AF7133D5C7BF7F4069C95F355B01EB28B3424BFD970875B7C82
DAT = 2A63FE785CBBB80501F2C44C94BD0DFFC34A4768C428E2BB5540932C96C94E2A
DAT = A95BE30DE121F14B33C7DB8E29B83FDCDE000000
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID=  3, KeyID=  1 Ad Size =    5, Pt Size =  720
# Instruction: Opcode=Authenticated Encryption
# INS:20430000
# Info :               Ciphertext, EOT=1, Last=0, Length=720 bytes
HDR = 520002D0
DAT = 2CC6D6FBFD99D07F09419406762ED79E4DE6BFECC5ACA5A8147B67D003EBFEBA
DAT = CB5EBEEC584351EF4CDE30D39846285E44F0DDC703BCDB84DE840BF0C25CEC29
DAT = DC0CBD2DB0334CD9102FF61CEBE5201732F7127CDF52A6CB1E5918EE9187AFD3
DAT = A701A8C268EFCAEE025A5CE57E7D99EAD79C6C5012E75D58B9C23EF810E2B9DB
DAT = A9558DAB8A764AC1F66CD30D5763D9F08E3A509655A1C03A2515E72C19D0FE93
DAT = D63B105DCB10413186373A4D42DD934AFE9A3BD6B5DC72F7B3E404945023A758
DAT = F3180CFADB7A2DBB8DC6657B80FF0E1AA6D7CCE37AAA83EADFC6A78CE1558CD6
DAT = 6054CC956F7B566B9CCD8D678659169833CFE992EE1B3E2BAB4A8BAC471ED44B
DAT = 92E705008205E2052C4CBA907D0BB0265FAD3FA4B5E6736877854DF52A438C1A
DAT = 2544EC81152E7910E7D52CF2BE1DEC0EBBBA8D2CE92C1EB523CE312B37614687
DAT = DF5111DF7197E5F3BE69FE6AD53CFC146407D4BB087CD71413F56760C4F935F9
DAT = 39DA4D6812798B607992A9D76E965D72A5EEF6C3726AE6A8C689F50DE1BF1F74
DAT = 3905F974881566AB699F06E69106E4D4F2A8F4AC9B4F493E2F8A2AF38DFCB332
DAT = D81BCFF079C2C3D6CA396FF92AE01AF11EC1D65E5041DDAE79E25D76C7991F58
DAT = 8AE912C3C2B0EA09A22AE00B485C740D608557D25EECD3B94CB9965BB0A15511
DAT = 37DC93FA6C442B2339C99CF2E600A1516512D509834E5A46FA1F1D468D039803
DAT = 201F4EC865732821B4124A395DA4517A97BD75B0B4E5D5720CE4F2754DA6D8C9
DAT = 644013D352C3F31F5D823CE6F4A0319AA3C3AC8A3102D8997334B231D330F4CC
DAT = 9C77339619F6309400A4D7B4860FA5CAF1AA536C7BD285B9CA439391B41E991A
DAT = 5194556788A5A0827555CB02FEF671C987878C14E666C3D94A7D204D3D66442E
DAT = 3CB547519CA46F75AE62614BA1C0A0F37267F1824E38733684D73EC09CBB4D82
DAT = BBCE4A47A5F8F354987D6CB3E70CD10A25F1E3BF740E8E0DE671786717EFAA78
DAT = B87797832C3D0BE75F3A211FB1BA300D
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 00EDF7C854F83C428F7480916AFC1190
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID=  4, KeyID=  1 Ad Size =    6, Ct Size =  960
# Instruction: Opcode=Authenticated Decryption
# INS:30440000
# Info :                Plaintext, EOT=1, Last=1, Length=960 bytes
HDR = 430003C0
DAT = 66770C1967A9FBD31560296B76B77B7611BF4C51EB989D926D2944CB18308F10
DAT = FB2D07EE4D3806912D6542F7E262358CA3727D3D3577DF8FE8EDA52928D4C41E
DAT = BE55A9D88ACD9ED4B3D466B500752790A397A14C7CB2A30AFE495F924803A649
DAT = DFB3F1F3007923A2182E4D4798E7ECA64B67D00A6AA6CAFCEBB86F1D43132EDB
DAT = 477E0A8A7FC6506C5C62F2737EDB118A2EA0455F4F22EE4E03668168D28B0DE7
DAT = AB3009B024519CBA969F4314372C6AAB23E02BEC2F216798B8ED3673EFF716EA
DAT = 0EB7F2FE10282728D838D39B6806EA0D198A419BDB929005CAA80C52764B32E0
DAT = 566A5D8CDAE41311DE5B58771F0ECD8A4BD2C4948A713C67122163E85FC3B1FD
DAT = 873DE292A4FBFE8FC1D5CB6FC7D01A208B6233A5590E78A2F047F4DACBFA2A84
DAT = 1AAC1BB91D0319E5084909278DC2798D52B152EC92FD25B89C09AB4D486E7C66
DAT = 29143F1C6207FD2212DB441C29108C730B9994F0CFC1095E3D73E14AA56B5F57
DAT = 88774647B9000A70D6B150E8DE625833FF62411D5E1880AF00A809A9AAF4D2F3
DAT = EC8E71DDFB6400EBCC89E44B0658678F8B87686D53A91672A1AF42C5B3E35060
DAT = 5E7F109F1A540BE84355CC51031BFECEB3F6F4918D57D65FD939C2046DCF347C
DAT = EE5CD9531040F9CE207CC920551F9DC4C2D89AD60BD8216049EEDF8AB6C874C6
DAT = 23E250E72F1ACFE383A39ED116F617B62A0EE3C26F4A6C8C91E90CC526D5C90D
DAT = 43646DBE8090A59F5198B103B48057F938E60E187B24C2D983AC708A3D0E7FDE
DAT = 9F94DF97CB7DC72A40920687FCA91AC3D7AE0F792A0AC47CD63BE243C1426AD3
DAT = F55DF00667C7364466D12A657F567D4D4683B7D53BFC199102EA42D6FC3A34D3
DAT = CC7D6597058A808441D8BB9C91FF72F812F798D50658CFA438FBD08CB8ED674F
DAT = 3EBED037D104C7C1BC1D60DDDEA56207E6E3459C31BBB916DB6B250B57DA0C03
DAT = 0E47E244DC068D79A848BA9D839266836AB8463A5CF24A3C712AF3B655E8F1A1
DAT = DF16DD528AA14744FBCFB588C4987CB4B302565AA5C8B23BDB10ECB745E40967
DAT = E485099A645B3E322CBF76E7F76B12D5C6F217F77B4FD33CB5AB4C6C867F64CA
DAT = 4DA834905CA38A1EFCBE6641186CB944837552B20D6FF55720243557516D8753
DAT = 86350CA4FDFC45EB2DBEEBFAE1BCC7C10F0BEB07F976CF66E490C7C59CD55097
DAT = 97655387BE27F7E28EB644EE45BA08AC731CB1C0E65EE53257FD4B9EDB80958D
DAT = 8E5171CB7B3006CA412F34DFC8E825935C2A5D0C751C6FCFBA40C199EEBD72B0
DAT = 89ADA40CBCD291924AE0377B2E9E37041D7CC1A590C745358F2CE343FA0A4B34
DAT = 88569231B22225294946FF7244C27987449A603254D2A302B74FC2C7326EB4E9
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID=  5, KeyID=  1 Ad Size =   27, Pt Size =  452
# Instruction: Opcode=Authenticated Encryption
# INS:20450000
# Info :               Ciphertext, EOT=1, Last=0, Length=452 bytes
HDR = 520001C4
DAT = C0055ABAF616DF3D4688607CDD6357DA0C16187431C1E6906BD370BBCB8DEAAC
DAT = C04210A4D682458249EFF73FF1E921C19BC659C266EF3E8EB9FB432DA92F8D00
DAT = 04E38CFF0E1A7F21535F9BC62EB1182B3458E1F8CFC9C8698307CBCDA56BD570
DAT = 4AB8F5679C1079D84A63D36034C651BE00560DA073D7492B160FBC85034B71BA
DAT = 27F136D4957055D1CE43099425CB5AF7C6638ACB2F16DB1D7CFC7A89C3BB19E1
DAT = CBD5AF0AD2A473D5726E5B4A69E66E6AAF7010A690DE1B6D55E0558276801B30
DAT = 29EBD0C493C9B4152E10D639EDC043162F4F52DBBF67DAAB793EBED61A3FB8C6
DAT = 30F91DFDA623267407F6BF04659FEF1706605B94ACAABFECEA601D38C21843F7
DAT = D444DEBB54432D4C83FDD647DF71A9762838D350B8813F6E209E3B8C66DDEB6F
DAT = EC60C3035F1A8E178693527B45422B5C687935B981A0B7093C2A929E64A24ECB
DAT = 1FB86231E5614225AFA7664CAB933012DCCF113429B3DFA0C571D4B38C573B51
DAT = A16B4FD80477A2D6CEED05D16B3C09A78D772D604AFC731107A17B55887915DA
DAT = 818F30092796A705E0E798541A5790D411E56538CD411B7C35183E4D24CF35A6
DAT = 630471A752C8840392F7CDFEA6B7879ECC9D546D2CBBA000F00EC04173CDD9F4
DAT = E3AF6A88
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = ADD5C7AC9D85E2CC52224476131434C0
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID=  6, KeyID=  2 Ad Size =   16, Ct Size =  987
# Instruction: Opcode=Authenticated Decryption
# INS:30860000
# Info :                Plaintext, EOT=1, Last=1, Length=987 bytes
HDR = 430003DB
DAT = E9CB9BBE3E4A7877D3769E9556D72893375A9D1A0D411C8DA236C9A2A80DDAA9
DAT = 55F193AD681B64D4E239787DA198773E9CF6CF864AA1B424D8B44CBE95D6CB6C
DAT = 09CC7F9CE39E14AB910F85EC64213772DA77D163E9DF26C30CF4C6F7D0C2E7E8
DAT = 3870CC23CF697AD5BCE3A1AC2DC44826E3C0ED1FB066E2188D0753B0AFA9A3A9
DAT = D1B50F5C50FC8DA76E2B3556EDEAA84F9F4E8EC9C2133FC47082E600659C60A7
DAT = 3ED674164654DD5CB0AC217439B6F33605B596369D5383110C8B09528ECDA63B
DAT = 3E77D18DDCD65718FCF8FE3EFA5215F2426BDE7FDC6C22652AE2115CF81FB348
DAT = 2660A154A3E3F4A541C39BBC401D0BDF6A11533730B116DE3EAEDF41DAD3A3E2
DAT = F41760995552942E6A726C592BACBB9B6D9A79BB0A98063DBCE9956B27660725
DAT = 737C9C3674C3A0D4226AF538E7D679397E1C7F10A34DF49CA94FD35BEC20960C
DAT = F4B0BB85188A7C25D0E802AD0E552E66E284B12FA23E3658553D88EE71B04BF5
DAT = 21B96E0AF74024A828E8B250C45BC064EE716ED742D39AE354087A19B648A325
DAT = 774E061A5AFFD47518E50BE82114078CCE2B6F1B23EEBD1DF6929DF2FB373B48
DAT = BCD21C9BCF20077F8B62205ED70C3AA9B6F2E059188714C3C9593644FEF161A6
DAT = 58E6C46ACD8149D3FA3B7B20AD683A922310BA108093E07170C69217ADB8C7AB
DAT = 111AD53EB764B78A191801BC8780C79D700A82959D9ED2F20ED29DAB8B6E800F
DAT = D2739AD0205E2A56D761A96152D36B6F09901793012AED1172866D682348D6B5
DAT = BAFCAFAC48E93830DC63BB075A4DFDB533CDB42F1535AFA91DC74E1F2F735EBD
DAT = D4BE673160F41AA74213A94E26797E0FC681B72CCE2EF29E7D798F914E832FF4
DAT = 45C6B035FA4A63A8BEB169642E46CA53AF3AABE07188E660C4587B4F52B07420
DAT = 48E2EB920EB3762CEB6B8F91CA3665076A7E7EE7641B3334FFDFAF7EE163ACBC
DAT = 7AC176D117C838256C5F8EAE6CDEB9C2CD8EF85061855640D9A67863E157C06A
DAT = 2B3CDF83ED80A93FE3066F6CBE53DE254D6BC67DA41B52E28C4DA8DA9D15A00D
DAT = C5D15D710DD2DA548F41E6E3D75536DE21DF004274878360B68F17C0478A7F28
DAT = 70113F699038D50DA137CE6C703C8EC4DCE70BDCFC3A10B84FC1D462ABCD4506
DAT = 36C19B6F2A7887EC6D70F5E6ECECFCAFE36116C7AAFB1712BE4BA4B3B2F2101C
DAT = 8953153C87D65A835A11DFA6B177E57D1D8F7766AE8ABCFFDE9121A2EA965E6E
DAT = 534B82DD405ABC5C3BB5D8342BDAF825F03076D08F9DA3D20994C522E4D33A92
DAT = 4472A0FEC80A437F81E1D636013780CD20757E89904E01ACB346E55FB1F18732
DAT = 53C75C3A61FCF5B14106AA86CEA64F2589FBFC4B04374F0595171A2D7D733DFD
DAT = 09D8FDF552DCD4025FD1AF5E658432555180281AD4FB5D2DB6004500
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID=  7, KeyID=  3 Ad Size =    7, Ct Size =  172
# Instruction: Opcode=Authenticated Decryption
# INS:30C70000
# Info :                Plaintext, EOT=1, Last=1, Length=172 bytes
HDR = 430000AC
DAT = E6F1468CE884DDBE45C289617E6D7D6678722C923FB5682668E3F4299D73D378
DAT = 5E3B9126216515983B26A9FF2F74FC87ECD37755C02A4CCD4A0409EBC43E1BE0
DAT = A87E69E123A6249D82C1FBD78DA42D46494638AE3A5F1F87FF2E689CEA2E5F94
DAT = 9CFB7981B75FAD79C08961361B8E74B104ADA50C69AEC5A22A46192542619012
DAT = C2EE61FD65D1CE7240364306195C0D58BE3BC6C64B577590505F689FAEA8FFA0
DAT = 13153E5A8844EF78B7033417
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID=  8, KeyID=  3 Ad Size =   25, Pt Size =    5
# Instruction: Opcode=Authenticated Encryption
# INS:20C80000
# Info :               Ciphertext, EOT=1, Last=0, Length=5 bytes
HDR = 52000005
DAT = AA3775DAF2000000
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = C1363A0A3305EDE9B6835FA7948BDF74
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID=  9, KeyID=  4 Ad Size =   21, Pt Size =  835
# Instruction: Opcode=Authenticated Encryption
# INS:21090000
# Info :               Ciphertext, EOT=1, Last=0, Length=835 bytes
HDR = 52000343
DAT = A418DA5CCB658E93522FE19F3BF1C172C48D2FF167B4E22C9176D75BD51D7E7D
DAT = 1FC75DB0B5C805FA7B53296A4D84971C0601D05875208C5C50107779C888667F
DAT = B2917FEEAF6D6291CC543EFC92037A14F465D69B969C27EF0BB3EB1242136742
DAT = 7C21BB4EBF05415C5DF45B3DB65F0E30B6D7EFD1A20EF663954F054ED4A53210
DAT = D9088BD6115717B4C939308FD9B4A87676139BB966797030313C3F7CE1723650
DAT = 34BCF3BC07818734134BFD6B8A81A9F9C78126994ABD9FC7368E578B849B0789
DAT = 1EFBD5D0E643D01D0F994D3B800194596DF7E06D7DFD70161F915CD0B755672F
DAT = 3B92EBA764D46B0C1B672885F5CE98A8C8A26BB0F212B64CF1160AC6FE370E70
DAT = 4E99650E13E5C2272E49972834A821753635149A34CD129CDDCF1926303C12C1
DAT = 1DC92FC9831511A4CEF3720585D7CDD0951F95F0A43607E016CA85A3BD086085
DAT = 9B7985FF5C9792C6C0D657397686965797325E4FD4E019B99133D1CE16C88D39
DAT = CA48304BF7473D93DC34470331BC3ADBD19D65F1309AB7A59F80150A2F339511
DAT = 7FC8F4C91D8405065D4C473EA5373F32E31F61FBEA2AEDB439FC7645B85E1352
DAT = B072CB506C0A1453ED6507CBA7F7C3FDEF16EA43B8906C9B7FC32B5800FF924E
DAT = ADDE2BB347D98EFB1615F1108B69F5D3928D5329C2ADFD2903B2CF7F18875AB9
DAT = 32B93F7D52DA34B4599429DAF5007C9BC4696FD39C3FCAC7409048EB2EEF6911
DAT = C2BB6744A1268E5F1AEA4E94ED332C5D143B69DBD379483BDE85BEF62465760D
DAT = 50CCE28B7AC111E3A35ABDFA4CE72369BB7B6D41B098E43FE114FC77AABF84AF
DAT = 59AEA9B9A1056591C8A138446FF2642A7F36361034072FE74ECD46463D6F95B5
DAT = B62AE6C8894C2889D7201780254068B0A3CE7957BFD0B66863D97E19790AEC6C
DAT = FB3430C95B973B2EE91C3A2BA3DD27F31A6EAA84A1D4B18658DCD58704A916FF
DAT = 1C9FAC341D851918C92C25D0FAE5F88C65831B9922FE3E53E1A9C126D2E731A4
DAT = 8618059B4C60D6116B7D56BDBE8548716F82F768D2A349039F7C2C555726A31C
DAT = 120CAD6A7E42E36FE476BD10C3A50805814EE6075174600151995E1A431A8200
DAT = 72398AD38596C04A5138876080E6BDC55943A24F2937D1A8704D98C04139405A
DAT = C17FAE8776CBCB6BBC5F0B24563CF2168E002E49A03AD5DDE2A341EDBFF546FD
DAT = BD6E1400
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 867AA61E5E6ABDF5B56D5E54862E4C77
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID= 10, KeyID=  4 Ad Size =   14, Ct Size =  314
# Instruction: Opcode=Authenticated Decryption
# INS:310A0000
# Info :                Plaintext, EOT=1, Last=1, Length=314 bytes
HDR = 4300013A
DAT = C0561AF46FAAAB06064A93FC57F4693C4E50633ED83EDFD8A852945A2D145FD1
DAT = 25479184718ADB24D2E535D7085CD7FBAE5FFC9F7B02AA00ED68C76F8109E5D6
DAT = ADCD1B742E65A3A8F44554189B2AAD317B7469202164E4F9A1599E30E7BCA384
DAT = 8DFA0443AC21B4D90604C8A2408DAEB8F0AAE8C4A76CA5CB8A42F87AD2CB0F94
DAT = 0559BFB158D4F8C6684A25E50B467E5DA99A4D3A702DD69737DAC8B316675DF6
DAT = 318B7491820E938DA1F12A604E9785B539316AACF067F086B4F9211165FB4C5B
DAT = 977D2F8DFAD79723FD7DD2D606C74F5007BE6E1EFF9870F6986634C48E498B5E
DAT = 69C6493B41CB233B051F895D9AAA243E32054FE8C6F6D35E7AC9EF7ED3FA56DF
DAT = EFC67655E33FADD3AF8DE0063949AF37026B4667FB2B4CAD3C1A0207DA19E441
DAT = CA12E887506F8666CD552318B843055658A107A62A87CBF94EA10000
# Status: Success
STT = E0000000

###EOF
