###############################################################################
# do.txt
# This file was auto-generated by aeadtvgen v1.0.2
###############################################################################
# Parameter:
#
# add_partial            - False
# block_size             - 1344
# block_size_ad          - 1344
# ciph_exp               - False
# io (W,SW)              - (32, 32)
# key_size               - 128
# len_format (AD, DATA)  - (32, 32)
# lib_name               - lakekeyakv2
# max_ad                 - 24
# max_block_per_sgmt     - 9999
# max_d                  - 1000
# max_io_per_line        - 8
# min_ad                 - 0
# min_d                  - 0
# msg_format             - ['npub', 'ad', 'data', 'tag']
# npub_size              - 128
# nsec_size              - 0
# reverse_ciph           - False
# tag_size               - 128
###############################################################################

#### Authenticated Decryption
#### MsgID=  1, KeyID=  1 Ad Size =   23, Ct Size =  453
# Instruction: Opcode=Authenticated Decryption
# INS:30410000
# Info :                Plaintext, EOT=1, Last=1, Length=453 bytes
DAT = B34235913733A43E70CCB12DE52684289ABDFFD0559291D0AF165C950DCC270B
DAT = B977FC4893295B2A39999B24F885782B6905A9EECAFF37CC2CD2DB215F501467
DAT = C6F176A3C9086360C92233DD478AAD22669109119AC1563D990D05873CA246D4
DAT = F762203798F54FA5D95569ADC69DC62575131EC4A0DEFFA8066884A39E02D5F9
DAT = CE7ACF808296E36625F214C95DF8A365F3A022449CBEA6FCB7E875923B477B07
DAT = D34B3ED6976105C48E1E8D71293EBE52804851F483A45746E99D7720ABB8E393
DAT = 3A3179E8BCA28926CA25758B9775AEFDA039D679614719986C7B5B4BE99FCA9F
DAT = D393058B10119323C715A0BF293F183AED6D534ABAA6B1F3C5464CA704F82E95
DAT = 2A18ABCB80E04B93BDEFB9B38B115575441F505C6683A8468D3F761EA309E8B8
DAT = 72CA08950862174F921C408086DD3A3CD3197CDDE34BF99223D774A8E598B5C7
DAT = 21C2ADD491C2B7E738E2038860BCD5B6DC8F1EF63DD08F8CD04E431B79C0E701
DAT = FF54998B3D3EA567E344C92F1CC3678B0170E1F73A5C2FBAFF6468909F908491
DAT = 71DB9BD3FEEBDF70EF486EF374D46F4046EB436EBCB830ADE5E3606D81EDE634
DAT = 70AF1867F14715B92DFCE716CEE20AD7D1C3EA00
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID= 10, KeyID=  7 Ad Size =    6, Pt Size =  728
# Instruction: Opcode=Authenticated Encryption
# INS:21CA0000
# Info :               Ciphertext, EOT=1, Last=0, Length=728 bytes
HDR = 520002D8
DAT = 51498E639D10C75CA85A0DEE5C57384DC9394A6CEED4AB63161A989B4E45E0B8
DAT = 70EA0166656C6514A235DCC165BF590B1D1701D5981006354B737D347A6048B9
DAT = A2325B5734164A1D7DD8B61106EB9A354A7A468DA3F52F0A7CD039C93D594A87
DAT = 20D6BB7967A5DD5A44DD6DEC9B78369E68E545054C24159E75028E73FE570041
DAT = 2259841336F0EA965D46767023E2D252A1EC00145289E85219C005907727FD3B
DAT = D94BAA5C7598041FF24EF2977EC97BD18888D79A17637581222F19F5E4F90C0D
DAT = 87FBFDB3134276B2CCB5700AEE07317CFEAE653021AA374DA6200E5382FF1567
DAT = 9EC13157069417693B73AB581FB01D851D6EA09B0BF3A4C918386AB78DF95F50
DAT = 5694354CA24F67FE657C8E0F6DA0A54088AF63367B50C1F898E2E92892CB13E5
DAT = F77B44CA330579C43045C7CAAC7D263EC09717BD73AB37288F14206AA46C35B9
DAT = E561AD494FA9CD9BBA7AC44CA46265F8E41AA926A935745D29AE1A93357F5D5C
DAT = 3F4ADBE8FFDCCD015A1C3B14D7416F0531E54EF6BC3EF8D2DC9C9BAF360B5DB1
DAT = B2174DB50ECCFAE859D29D2952711D59E99DA6C1E80D2BDE512A59C3382AFE4E
DAT = F5E3490F3BC89F3CAB6E92C6926C287EF6E9D851B164BEB18D2C6AAF1BBA1A57
DAT = 56C30810951FB5C75CE8CCCC3BA15A32283316F3F478126549E21045AEAC1A24
DAT = ADF1EFB96468CCAC41EAA4D58681378DA53D335F78D3CB50AADA54C18A3908EF
DAT = B56A6C2D9E1BAAAAC18C0811C20DFCCB911CC44C8A0ECDB1D2A069A74FF54873
DAT = 5C939005137F6933A8A5555E2CABA51DD0CC6AB5A19382D69A1E07D5E7AEE907
DAT = 0F5838D6B9925D016ED933E2A3816E57E00FD574B4A33C2B16A7C61420CC0CCC
DAT = 4EF8FB32F8CF8A0230A2F690D0C138EEF3AEA91A7156E20096E1A9DE60B670D6
DAT = E94BBB40C832B01035F3E746B8340EACCD5E72947F27AFB823A0FF0EE90FEEDC
DAT = 87A01E0B7459D81FF17F7AED688D69764B8A62CAAC7851FFAD5C4114018E52FF
DAT = 1C5E9D58EBCC1C450561DF4AB34E9A360485AA21CBCA9B66
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = F1410C66FF2D04AF87137F78A7CBA917
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID= 11, KeyID=  8 Ad Size =   22, Pt Size =  869
# Instruction: Opcode=Authenticated Encryption
# INS:220B0000
# Info :               Ciphertext, EOT=1, Last=0, Length=869 bytes
HDR = 52000365
DAT = E684CA5A35104021C7523050C6DFACBD327257A0CACC20ECAF5792D573EFBFB2
DAT = C11B0DF321021CC43074B6CDE0BCA452D1025D0EC5E8C3FB8E24EAB2D30A7235
DAT = 5EAD674DC69220F392AC7B70AF5D176C3ACAE2613C710F85FD31E6A79015C08B
DAT = F9D76DDBE5F6866BD35B98887A9B936E0309D73DBBA8857C4DF5E51387DF7D86
DAT = F230A332832BF247D8D61759C3963E99A079B24E9B68BA16DCC0F930FDCBF522
DAT = 42AA83DA8B964125DF16353D116EEF272798C659BD0C9BC76F45497C1DCC4E53
DAT = CD985D650B9213084115AB4295557049A7E1B078460BD514F53873C00179262D
DAT = 978224FD57E91C0F092593A0B383CD81F69A7E3C8860ED70D741BB0CE372203C
DAT = 3C61E654D81E74D0B7B0D0CB5E5DAF0EE91F040692051D3D73307FD82AFFA8B0
DAT = 1A1BAC5388C45AF33C9E473A1A8B3DBE294AEF2A61CD19928CB2A6D2F5DFF6AD
DAT = 485A84565BD8A5AB0A221E99FE3CA060CB3D5FAA5B11BB38ED9B0D88D107BD50
DAT = F97B3637662C140A41C7E88528C59F5C65E8D478374778356104784D245C0FFC
DAT = F81587D8B20988DA71A89B9FF57A2552784D25A043D052A943602DAB9946B092
DAT = A396F5D6C684D5D78AB424C65A8C9380A3BD93058834BBC85517E04BCCCCED3D
DAT = B5853DD7798392AFF03CEAA34487DFF1939D433D4A36854D223B7F0A95232111
DAT = DE4405A79595C41417DB22DE764B29F70F93272CD03C4B48EF595D5D6EB14AE4
DAT = A05C209C50D5D4EF481E3D4CFFA1E01E50AB86C707881EA590DF6C30828F1D3A
DAT = 559E06E49D58CFD425F6878FE393078133E8D13B2C67F1D763AEF9539F377961
DAT = 7F99ED2A7D5D8153C37CE008743800952DEFF8CBD51837EB0EFA3C205DBDBA1D
DAT = 55C015B1FD636562F9CB4C39F43D1C51EFF160C378A2522F394904C014FB251B
DAT = F4A1BF876D9D144EC70E535C29DC8A8BB68B67C13B1CE57042CF74449E4C96B8
DAT = D12C70DC94045D407DA0109274A5627332E7D9D802FF683F6F626F862B8DD5CA
DAT = 33CAAF7335231901801D24180E90896634A9EC1F3B4F670D94A0EDD65565143A
DAT = 87BFB11F8B6E139D3EC3DFD6DE3A1991EA75D6B9E81C7DED33C765A942AE8995
DAT = CED7296FA589B604D6B82201D058CCCE819173C71646D2B289F92946EB93DD0A
DAT = B72695590048001DA9D437381019B4B3FDB55E4021D25D2BC8625055F89AF0EE
DAT = 06B88D2345962F0C45195339F1DE70D4FE7942BEA078BB5990E7D37252EEB4E4
DAT = F14CBDBB18000000
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 18DACAC3D41B2FAA68BB3E2FA160BF11
# Status: Success
STT = E0000000

#### Authenticated Encryption
#### MsgID= 12, KeyID=  8 Ad Size =   11, Pt Size =  236
# Instruction: Opcode=Authenticated Encryption
# INS:220C0000
# Info :               Ciphertext, EOT=1, Last=0, Length=236 bytes
HDR = 520000EC
DAT = E4AA6452EB96495AC40658B58ED2FD20D0E5E411F72E530E7468DB869A571456
DAT = F1C7740337B6163AF3C6305BEA28A113E613D757C39CA4E183D2464F282AF742
DAT = F8D8323E775B894140EAD8D99975DE19FE5053AE52B232061220FBB3667CF4F6
DAT = A6D8946311144C8E3D0427FF16A2B8F299AAFCCE5E0E87BA4B52539098A4EBD1
DAT = AA999D08F35D91F901468647E129F65701B0C2833B3ED9DB7AC6EFF21C5DAA28
DAT = BF5CDF3BA43D3CE77EB4697EB3B934EE4DC3B95B6B6048676B5B30DC9521597A
DAT = 697EDD21B65B46DB5E7667E03A1FF94139E03044EF0E851F10C76F75A8AFDB87
DAT = 0192FA1994E91A01EF9F8D44
# Info :                      Tag, EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 3B74F5484869D0467D4CD3617138F7FB
# Status: Success
STT = E0000000

#### Authenticated Decryption
#### MsgID= 13, KeyID=  9 Ad Size =   12, Ct Size =  894
# Instruction: Opcode=Authenticated Decryption
# INS:324D0000
# Info :                Plaintext, EOT=1, Last=1, Length=894 bytes
HDR = 4300037E
DAT = C0A84D4D7373D0158D7E3286CA7DB01749200DC5309B87B8DBBDDCF33714C9B5
DAT = 584608CC14FEF1E3CB4C0E0BB00FA042CA0275CA11D6FCB471C52A452E724922
DAT = 60646E3F409044F186993B7A543F18B762004CAFD8BD4EB036C080300BEF33D7
DAT = 749A0F74ACB63BD11143CE811AF711B9C120CDD0338C8051C3575512D8D9C94A
DAT = DD10F714237CDA75CC020FEA5997DAAD9BCB0032F68F70D53B77660C96EDDAD8
DAT = 2B69074F8C15D9B08F966172C11178242C69BCE9A70791C97700C80AFCE374F4
DAT = 0998B062BA8ADB526852062DBC87BEB3A8922CCC7BE06B0E04753DE5A8010279
DAT = A5CC6C6BB8E895D44AD4E1E0DBB5E9407F92C15091727548B2D71D9002999C36
DAT = 35E39DABB40B8FF5C1AAF5D5830EEFF78F3510D757B5D7C48EB02C90615C8BB2
DAT = 46CF2D93FCE60DA9C3344234F2DDF3969C7BECC8CB150A4BC74680CFBE829C42
DAT = 40D5AD68598A596C728E1981EFA452D2346BA1134C93BD1B1A27D18025AD6D73
DAT = E8BF993A5D3CF95362140D0A002ED2942C6C89621E3D5537ACC7179AD23C0833
DAT = 4828D4E9B901434055C39F17A84F8639FD564A26281325505401C43B4DC8E67F
DAT = ECEEF7D06BDC1A1EA53042B290FCBB5E06F3B70BB727E0E79837F9293A556EF2
DAT = C45560B6CFDC711D650F5E2A684072C103CF7F6665F8CF05C672624D1197C800
DAT = 073AB40212E87FC3CB587C84E699900C95AA0C7424C6A90105A91D4F7643ABAB
DAT = 5E2531071CC367BC5176A0457CB8D6F555B6AF6D24AD04D6DBA05407132C91CB
DAT = 4043B75FA2A51F09BCD91F7817E71EF9CA2D4A439A775DFD45592C839DA55BDD
DAT = E3A22FB4CE2A8484528DB042CEEC5BC4E6E2C54A080AEF3697452B776B5DB6E8
DAT = 961F4A846C71A852F05FC38090ECC24C7CF824E377FB6BD05D860D4895AECDF0
DAT = 599C198F481243A19CD1EBE2D8D3ABA29F9B6E67C38A093DCF42A82FD2EFDF77
DAT = 0A7B1339FB74AA4B37B56562E03D50B03A480275DCEC2BB841508ED5BBBE6E11
